공지일시,노선명,사고유형,주행방향,통제차로수,기상상태,지속시간_분,위험도_점수,위험_등급,위도,경도
2024-04-25 19:08:00,중부고속도로,공사,하행,0,흐림,68,0.0,0,35.31888,127.16366
2024-04-26 12:13:00,동해고속도로,공사,하행,0,맑음,27,0.0,0,36.92391,128.36456
2024-04-26 18:05:00,경부고속도로,공사,하행,0,흐림,123,0.0,0,36.05303,126.7393
2024-04-27 11:16:00,서해안고속도로,기상악화,하행,1,안개,46,1.332,1,36.24544,128.16012
2024-04-28 07:39:00,중부고속도로,기상악화,상행,2,맑음,108,1.22,1,37.25523,128.30267
2024-04-28 17:30:00,중부고속도로,교통사고,상행,2,맑음,45,1.22,1,36.72285,127.71334
2024-04-28 19:30:00,영동고속도로,공사,상행,1,맑음,118,0.77,1,35.98601,128.85811
2024-05-01 07:41:00,동해고속도로,공사,상행,1,안개,137,0.882,1,37.05339,128.30557
2024-05-02 13:15:00,광주대구고속도로,공사,상행,1,안개,82,0.936,1,35.46603,127.29298
2024-05-02 16:47:00,동해고속도로,교통사고,하행,1,맑음,125,0.49,0,34.74339,128.87195
2024-05-02 19:46:00,중부고속도로,차량고장,상행,0,맑음,64,0.0,0,37.10354,129.07019
2024-05-03 08:49:00,경부고속도로,교통사고,상행,0,눈,64,0.0,0,37.48692,126.64658
2024-05-03 21:04:00,남해고속도로,교통사고,상행,0,흐림,30,0.0,0,35.90833,126.9983
2024-05-04 04:52:00,영동고속도로,공사,상행,0,안개,77,0.0,0,37.57902,128.92714
2024-05-04 16:12:00,경부고속도로,기상악화,하행,1,안개,127,1.476,1,38.36059,126.53074
2024-05-04 17:55:00,영동고속도로,교통사고,상행,1,안개,144,1.386,1,36.46333,129.06023
2024-05-04 18:43:00,광주대구고속도로,교통사고,하행,0,비,43,0.0,0,35.04585,129.46599
2024-05-04 18:47:00,통영대전고속도로,교통사고,상행,0,비,107,0.0,0,37.88616,127.45138
2024-05-05 12:31:00,남해고속도로,교통사고,하행,0,흐림,103,0.0,0,37.95261,127.34087
2024-05-05 19:05:00,통영대전고속도로,공사,상행,1,맑음,95,0.58,1,37.47147,129.20575
2024-05-06 07:44:00,중앙고속도로,교통사고,하행,0,흐림,67,0.0,0,34.64425,127.77367
2024-05-06 12:35:00,경부고속도로,차량고장,하행,0,흐림,32,0.0,0,34.83935,128.74127
2024-05-06 14:24:00,중부고속도로,교통사고,상행,2,비,125,1.83,2,37.9801,127.56354
2024-05-06 15:34:00,광주대구고속도로,교통사고,상행,1,눈,47,1.04,1,35.63213,128.39588
2024-05-06 18:49:00,중부고속도로,교통사고,하행,1,맑음,38,0.61,1,35.63626,129.05599
2024-05-07 07:49:00,서해안고속도로,교통사고,하행,0,맑음,162,0.0,0,36.77375,127.21828
2024-05-09 16:43:00,호남고속도로,교통사고,하행,0,안개,84,0.0,0,37.53422,128.86122
2024-05-10 02:06:00,호남고속도로,교통사고,하행,1,안개,119,0.99,1,34.88305,129.31193
2024-05-10 09:34:00,경부고속도로,교통사고,상행,1,안개,64,1.476,1,36.30427,129.34119
2024-05-10 19:34:00,광주대구고속도로,교통사고,상행,1,눈,13,1.04,1,38.40845,127.57784
2024-05-11 18:57:00,서해안고속도로,기상악화,상행,1,흐림,145,0.888,1,36.23031,128.6538
2024-05-11 20:57:00,중부고속도로,교통사고,하행,0,비,35,0.0,0,36.74739,127.02712
2024-05-11 21:47:00,중부고속도로,교통사고,상행,0,안개,28,0.0,0,36.21245,129.35366
2024-05-11 23:05:00,중부고속도로,낙하물,하행,0,맑음,137,0.0,0,34.55014,128.74625
2024-05-12 07:08:00,영동고속도로,교통사고,상행,0,맑음,131,0.0,0,35.94849,127.65066
2024-05-13 13:36:00,영동고속도로,교통사고,상행,0,비,132,0.0,0,38.47636,127.70216
2024-05-13 16:36:00,중앙고속도로,교통사고,하행,2,흐림,14,1.512,2,37.35149,126.65286
2024-05-13 16:47:00,동해고속도로,공사,하행,1,안개,116,0.882,1,34.70267,128.47391
2024-05-13 18:24:00,영동고속도로,교통사고,하행,0,비,58,0.0,0,35.00154,129.0067
2024-05-13 20:19:00,중부고속도로,기상악화,하행,0,안개,48,0.0,0,36.61127,129.39674
2024-05-13 21:21:00,중앙고속도로,교통사고,하행,0,비,13,0.0,0,35.51661,127.28243
2024-05-14 03:15:00,광주대구고속도로,교통사고,상행,0,맑음,92,0.0,0,36.17357,127.88632
2024-05-14 07:44:00,동해고속도로,교통사고,하행,2,맑음,117,0.98,1,37.31772,126.68549
2024-05-14 13:59:00,중앙고속도로,교통사고,상행,1,안개,131,1.134,1,35.41893,128.46771
2024-05-14 14:33:00,동해고속도로,교통사고,상행,1,안개,66,0.882,1,36.40195,126.56496
2024-05-15 07:16:00,동해고속도로,차량고장,상행,1,비,19,0.735,1,35.27935,129.22087
2024-05-15 09:12:00,중부고속도로,기상악화,하행,1,맑음,42,0.61,1,34.68172,128.77053
2024-05-15 17:25:00,서해안고속도로,교통사고,상행,2,맑음,13,1.48,1,35.02725,128.46044
2024-05-16 07:14:00,광주대구고속도로,낙하물,하행,1,안개,143,0.936,1,37.85346,128.93063
2024-05-16 11:34:00,통영대전고속도로,낙하물,하행,0,비,177,0.0,0,38.37422,127.3147
2024-05-16 16:21:00,남해고속도로,공사,하행,2,비,107,2.04,2,38.25025,127.64576
2024-05-17 07:02:00,동해고속도로,교통사고,하행,0,맑음,108,0.0,0,36.2097,126.90791
2024-05-17 07:45:00,영동고속도로,교통사고,하행,1,흐림,111,0.924,1,37.25735,127.57038
2024-05-17 14:51:00,통영대전고속도로,공사,하행,1,맑음,109,0.58,1,35.80543,128.6429
2024-05-18 11:30:00,영동고속도로,공사,하행,0,눈,33,0.0,0,36.92789,127.13001
2024-05-18 12:15:00,경부고속도로,교통사고,하행,1,안개,104,1.476,1,37.2719,126.54264
2024-05-18 20:24:00,중앙고속도로,공사,하행,2,흐림,47,1.512,2,35.4236,127.69747
2024-05-19 07:45:00,영동고속도로,교통사고,상행,1,맑음,152,0.77,1,36.2991,128.57266
2024-05-20 09:05:00,통영대전고속도로,공사,하행,0,맑음,117,0.0,0,37.31527,128.44845
2024-05-21 08:57:00,호남고속도로,공사,하행,1,맑음,51,0.55,1,37.82827,126.6099
2024-05-21 09:10:00,호남고속도로,기상악화,하행,3,비,151,2.475,2,36.06882,127.24628
2024-05-21 18:08:00,서해안고속도로,기상악화,하행,0,비,97,0.0,0,36.54175,128.63521
2024-05-22 07:19:00,중앙고속도로,공사,상행,1,흐림,122,0.756,1,38.19524,128.35991
2024-05-22 09:13:00,호남고속도로,차량고장,하행,1,맑음,12,0.55,1,37.69491,127.39742
2024-05-22 11:26:00,영동고속도로,교통사고,상행,0,맑음,73,0.0,0,36.07101,127.16505
2024-05-22 13:50:00,광주대구고속도로,교통사고,상행,1,안개,49,0.936,1,34.5697,128.11206
2024-05-23 07:30:00,영동고속도로,교통사고,하행,1,맑음,72,0.77,1,38.46708,126.56313
2024-05-23 08:57:00,서해안고속도로,차량고장,하행,0,맑음,115,0.0,0,38.05084,129.24916
2024-05-23 09:44:00,동해고속도로,공사,상행,2,맑음,64,0.98,1,36.30512,127.36463
2024-05-23 09:46:00,중부고속도로,기상악화,하행,3,맑음,31,1.83,2,38.42392,128.82084
2024-05-23 19:50:00,광주대구고속도로,공사,상행,0,맑음,20,0.0,0,36.8903,127.37251
2024-05-24 07:36:00,영동고속도로,교통사고,하행,1,맑음,48,0.77,1,35.53534,127.44223
2024-05-24 08:16:00,경부고속도로,공사,상행,2,흐림,157,1.968,2,34.63829,128.84154
2024-05-24 08:40:00,중앙고속도로,공사,상행,1,맑음,10,0.63,1,34.82594,129.2586
2024-05-25 14:43:00,통영대전고속도로,낙하물,하행,1,비,45,0.87,1,36.49953,128.73282
2024-05-26 12:27:00,남해고속도로,교통사고,하행,0,흐림,166,0.0,0,38.0029,129.41918
2024-05-27 07:08:00,경부고속도로,공사,상행,3,맑음,21,2.46,2,38.13173,126.50287
2024-05-27 14:06:00,남해고속도로,교통사고,상행,1,흐림,153,0.816,1,36.19903,127.58471
2024-05-27 17:30:00,동해고속도로,교통사고,상행,1,비,60,0.735,1,35.13945,128.04609
2024-05-27 17:43:00,경부고속도로,공사,하행,0,흐림,159,0.0,0,34.64156,128.88997
2024-05-28 18:15:00,중부고속도로,공사,하행,0,맑음,98,0.0,0,34.50965,126.51692
2024-05-28 19:05:00,경부고속도로,교통사고,상행,0,맑음,80,0.0,0,34.9725,129.19133
2024-06-01 08:14:00,서해안고속도로,차량고장,상행,1,맑음,28,0.74,1,35.99921,127.61338
2024-06-01 17:20:00,동해고속도로,차량고장,상행,0,맑음,86,0.0,0,37.61701,128.66848
2024-06-02 07:12:00,광주대구고속도로,교통사고,하행,0,흐림,122,0.0,0,36.59854,129.44661
2024-06-03 07:50:00,호남고속도로,공사,상행,2,안개,156,1.98,2,36.63921,127.42691
2024-06-03 09:31:00,서해안고속도로,교통사고,상행,2,맑음,27,1.48,1,37.91622,128.62526
2024-06-04 12:56:00,동해고속도로,낙하물,상행,0,흐림,86,0.0,0,37.88314,128.11049
2024-06-05 07:24:00,통영대전고속도로,교통사고,하행,2,맑음,48,1.16,1,37.00408,127.31259
2024-06-05 17:26:00,중앙고속도로,공사,상행,1,맑음,30,0.63,1,35.93093,127.48472
2024-06-06 13:32:00,경부고속도로,교통사고,상행,2,흐림,114,1.968,2,36.21165,127.98922
2024-06-06 14:43:00,동해고속도로,공사,하행,0,맑음,114,0.0,0,37.96497,127.57339
2024-06-06 20:25:00,호남고속도로,공사,상행,3,맑음,113,1.65,2,36.03658,129.0408
2024-06-07 17:54:00,남해고속도로,공사,상행,1,비,127,1.02,1,36.46644,127.77678
2024-06-07 19:29:00,중부고속도로,교통사고,하행,2,비,178,1.83,2,37.06029,128.48053
2024-06-07 22:33:00,동해고속도로,기상악화,하행,2,비,94,1.47,1,36.4933,129.20472
2024-06-08 17:20:00,광주대구고속도로,교통사고,하행,0,맑음,159,0.0,0,35.65963,126.66154
2024-06-08 18:37:00,중앙고속도로,낙하물,상행,0,맑음,79,0.0,0,37.67553,127.17123
2024-06-09 07:38:00,호남고속도로,낙하물,하행,0,맑음,177,0.0,0,34.67658,128.89068
2024-06-09 09:44:00,남해고속도로,교통사고,하행,2,맑음,118,1.36,1,38.34886,128.13131
2024-06-09 13:28:00,동해고속도로,교통사고,하행,1,흐림,69,0.588,1,35.25723,128.62466
2024-06-09 15:40:00,경부고속도로,교통사고,상행,1,맑음,162,0.82,1,34.99264,128.00683
2024-06-10 04:17:00,광주대구고속도로,공사,하행,1,비,105,0.78,1,35.32438,128.64183
2024-06-11 14:04:00,남해고속도로,교통사고,하행,0,흐림,37,0.0,0,34.93961,129.10532
2024-06-14 00:03:00,남해고속도로,교통사고,상행,0,맑음,118,0.0,0,36.89428,129.33964
2024-06-14 10:44:00,남해고속도로,차량고장,상행,0,안개,59,0.0,0,38.33946,127.55156
2024-06-15 08:57:00,남해고속도로,교통사고,상행,3,맑음,11,2.04,2,38.33045,128.49676
2024-06-15 17:23:00,서해안고속도로,공사,상행,1,맑음,121,0.74,1,34.57203,128.04279
2024-06-15 18:52:00,남해고속도로,공사,하행,0,눈,107,0.0,0,36.1477,127.11827
2024-06-17 08:44:00,경부고속도로,교통사고,상행,1,안개,52,1.476,1,34.55899,128.02251
2024-06-17 09:17:00,통영대전고속도로,공사,상행,2,맑음,124,1.16,1,36.45496,127.18966
2024-06-17 18:59:00,동해고속도로,교통사고,하행,0,비,159,0.0,0,36.89475,128.65445
2024-06-18 18:22:00,서해안고속도로,공사,하행,1,맑음,67,0.74,1,36.34082,127.01959
2024-06-19 07:40:00,광주대구고속도로,공사,하행,1,비,87,0.78,1,37.86231,128.51731
2024-06-19 12:02:00,광주대구고속도로,교통사고,하행,1,맑음,105,0.52,1,37.66126,127.67725
2024-06-19 15:15:00,영동고속도로,공사,하행,0,맑음,89,0.0,0,36.23276,128.23566
2024-06-20 02:16:00,남해고속도로,교통사고,하행,1,맑음,103,0.68,1,35.74553,127.96745
2024-06-20 17:21:00,영동고속도로,교통사고,상행,2,눈,71,3.08,2,37.32596,128.57008
2024-06-20 20:49:00,서해안고속도로,차량고장,하행,1,눈,78,1.48,1,37.26361,127.08695
2024-06-20 22:36:00,남해고속도로,교통사고,하행,1,맑음,124,0.68,1,37.42864,128.12625
2024-06-21 02:02:00,중부고속도로,교통사고,하행,0,흐림,55,0.0,0,37.02721,128.3486
2024-06-21 11:36:00,중부고속도로,교통사고,상행,0,안개,16,0.0,0,35.04879,128.06414
2024-06-22 13:04:00,중부고속도로,공사,상행,0,흐림,117,0.0,0,36.73517,128.29599
2024-06-22 17:17:00,통영대전고속도로,교통사고,상행,0,비,19,0.0,0,36.24034,127.88257
2024-06-23 00:27:00,경부고속도로,교통사고,상행,1,비,17,1.23,1,36.29475,127.66714
2024-06-23 11:32:00,호남고속도로,낙하물,하행,1,흐림,82,0.66,1,34.76031,129.27885
2024-06-23 13:58:00,통영대전고속도로,낙하물,하행,1,맑음,42,0.58,1,38.13991,127.16348
2024-06-24 08:52:00,영동고속도로,차량고장,상행,2,흐림,171,1.848,2,36.03062,128.30835
2024-06-24 18:19:00,통영대전고속도로,공사,하행,1,비,44,0.87,1,34.59008,126.81523
2024-06-25 23:01:00,중부고속도로,교통사고,상행,1,맑음,89,0.61,1,37.26039,129.13729
2024-06-26 08:27:00,중앙고속도로,교통사고,하행,1,맑음,29,0.63,1,37.95539,126.60338
2024-06-26 15:24:00,서해안고속도로,교통사고,하행,0,비,169,0.0,0,37.53046,129.37166
2024-06-27 16:56:00,중부고속도로,공사,상행,0,흐림,160,0.0,0,36.19451,128.47026
2024-06-27 21:39:00,서해안고속도로,교통사고,하행,0,맑음,100,0.0,0,34.88352,128.14566
2024-06-28 07:17:00,중부고속도로,공사,하행,1,흐림,100,0.732,1,38.06312,127.48437
2024-06-28 08:27:00,남해고속도로,교통사고,상행,1,맑음,35,0.68,1,36.02394,127.65297
2024-06-28 08:50:00,광주대구고속도로,공사,하행,0,눈,131,0.0,0,36.33979,129.09158
2024-06-28 12:55:00,광주대구고속도로,교통사고,하행,0,안개,154,0.0,0,36.21757,127.60743
2024-06-28 16:21:00,중부고속도로,공사,상행,0,맑음,84,0.0,0,36.80006,129.03949
2024-06-28 17:11:00,서해안고속도로,공사,하행,1,비,37,1.11,1,35.32267,127.0904
2024-06-28 18:56:00,경부고속도로,공사,상행,0,흐림,125,0.0,0,36.9915,126.51555
2024-07-01 02:45:00,동해고속도로,차량고장,하행,2,흐림,39,1.176,1,35.6552,128.44571
2024-07-01 07:58:00,호남고속도로,낙하물,상행,0,눈,34,0.0,0,38.41692,127.06468
2024-07-01 17:09:00,영동고속도로,교통사고,상행,1,비,136,1.155,1,38.40803,129.3846
2024-07-01 17:34:00,서해안고속도로,공사,상행,1,흐림,161,0.888,1,34.51578,127.59424
2024-07-01 17:39:00,경부고속도로,교통사고,상행,0,맑음,17,0.0,0,37.92125,126.66377
2024-07-02 03:24:00,동해고속도로,공사,상행,3,안개,58,2.646,2,34.76525,127.50155
2024-07-02 19:52:00,통영대전고속도로,기상악화,하행,1,비,81,0.87,1,35.74555,126.67809
2024-07-03 11:37:00,동해고속도로,공사,하행,1,안개,150,0.882,1,34.70138,128.20177
2024-07-04 06:50:00,중부고속도로,교통사고,상행,0,안개,39,0.0,0,37.89834,129.21865
2024-07-04 07:37:00,호남고속도로,기상악화,하행,2,맑음,133,1.1,1,34.67783,127.67865
2024-07-04 18:33:00,동해고속도로,교통사고,하행,1,눈,36,0.98,1,37.92463,126.82615
2024-07-04 18:34:00,호남고속도로,공사,하행,1,안개,14,0.99,1,35.97449,127.98176
2024-07-04 19:19:00,중부고속도로,교통사고,하행,0,맑음,39,0.0,0,37.26769,126.52151
2024-07-04 23:07:00,영동고속도로,낙하물,상행,1,안개,146,1.386,1,37.71798,127.93664
2024-07-05 11:08:00,동해고속도로,공사,상행,1,흐림,176,0.588,1,37.31855,127.58352
2024-07-05 13:45:00,남해고속도로,공사,하행,1,맑음,75,0.68,1,35.10674,126.54493
2024-07-05 20:54:00,광주대구고속도로,교통사고,상행,2,맑음,17,1.04,1,38.45694,127.4425
2024-07-05 22:49:00,경부고속도로,낙하물,상행,1,흐림,131,0.984,1,36.90131,128.45557
2024-07-06 17:49:00,중부고속도로,공사,상행,0,흐림,15,0.0,0,35.84779,127.19819
2024-07-07 13:39:00,영동고속도로,기상악화,상행,0,눈,20,0.0,0,35.12938,128.25092
2024-07-08 05:04:00,서해안고속도로,교통사고,상행,1,흐림,84,0.888,1,37.79317,127.07028
2024-07-10 18:08:00,영동고속도로,교통사고,하행,2,안개,157,2.772,2,37.85455,128.22311
2024-07-10 22:07:00,광주대구고속도로,공사,상행,1,비,44,0.78,1,38.32755,129.21664
2024-07-11 06:18:00,중앙고속도로,공사,하행,2,맑음,56,1.26,1,37.70151,129.37112
2024-07-11 08:18:00,남해고속도로,교통사고,하행,0,비,84,0.0,0,36.60038,128.30954
2024-07-11 09:05:00,남해고속도로,공사,상행,0,눈,144,0.0,0,38.45908,128.72615
2024-07-11 16:00:00,서해안고속도로,교통사고,상행,1,맑음,117,0.74,1,36.37457,127.09086
2024-07-13 09:25:00,남해고속도로,낙하물,상행,1,맑음,51,0.68,1,36.52332,129.18914
2024-07-13 15:58:00,동해고속도로,교통사고,하행,1,흐림,139,0.588,1,38.0663,126.78769
2024-07-13 16:12:00,동해고속도로,교통사고,하행,0,맑음,16,0.0,0,35.82966,128.08535
2024-07-13 19:48:00,영동고속도로,교통사고,상행,2,눈,152,3.08,2,34.74246,128.44522
2024-07-13 20:12:00,호남고속도로,낙하물,하행,1,안개,92,0.99,1,34.81418,128.22621
2024-07-13 23:33:00,광주대구고속도로,교통사고,하행,0,눈,175,0.0,0,34.87338,129.49958
2024-07-16 07:11:00,중부고속도로,교통사고,하행,1,비,104,0.915,1,35.63719,127.57519
2024-07-16 08:02:00,경부고속도로,교통사고,하행,1,눈,95,1.64,2,38.00663,126.98698
2024-07-17 18:43:00,경부고속도로,공사,상행,0,맑음,71,0.0,0,38.226,129.22737
2024-07-17 18:54:00,호남고속도로,공사,상행,1,흐림,60,0.66,1,36.10567,127.47427
2024-07-18 05:42:00,동해고속도로,공사,상행,0,안개,138,0.0,0,36.36683,127.07558
2024-07-18 18:12:00,남해고속도로,차량고장,하행,0,비,148,0.0,0,38.27106,129.36357
2024-07-19 06:08:00,중앙고속도로,교통사고,상행,3,맑음,71,1.89,2,36.42877,128.25207
2024-07-19 13:38:00,영동고속도로,기상악화,상행,1,안개,36,1.386,1,36.01403,126.52034
2024-07-20 05:52:00,통영대전고속도로,공사,상행,2,비,60,1.74,2,34.89314,127.50091
2024-07-20 09:00:00,경부고속도로,공사,하행,0,맑음,161,0.0,0,34.5673,129.15263
2024-07-21 00:27:00,동해고속도로,낙하물,하행,2,흐림,54,1.176,1,34.78798,128.42677
2024-07-22 14:56:00,경부고속도로,교통사고,상행,1,맑음,75,0.82,1,34.99178,128.42714
2024-07-23 07:54:00,중앙고속도로,공사,상행,1,흐림,48,0.756,1,36.4983,127.26835
2024-07-23 12:02:00,서해안고속도로,낙하물,하행,0,비,159,0.0,0,38.35409,127.47737
2024-07-23 19:10:00,영동고속도로,공사,하행,0,맑음,70,0.0,0,36.90993,128.11354
2024-07-24 01:08:00,동해고속도로,차량고장,하행,2,맑음,96,0.98,1,35.34242,127.87575
2024-07-24 07:19:00,남해고속도로,공사,상행,1,맑음,79,0.68,1,36.76366,129.27976
2024-07-24 11:51:00,중부고속도로,공사,상행,2,안개,109,2.196,2,37.14264,127.21978
2024-07-25 18:09:00,광주대구고속도로,공사,상행,3,안개,140,2.808,2,35.81271,129.06743
2024-07-25 18:28:00,남해고속도로,교통사고,상행,1,비,108,1.02,1,35.31769,127.51839
2024-07-25 19:22:00,남해고속도로,기상악화,하행,0,흐림,179,0.0,0,37.67279,126.89201
2024-07-26 07:40:00,통영대전고속도로,낙하물,상행,0,맑음,51,0.0,0,36.52262,126.89643
2024-07-26 21:17:00,광주대구고속도로,교통사고,하행,0,맑음,20,0.0,0,36.14461,127.40899
2024-07-27 07:21:00,중부고속도로,차량고장,하행,1,흐림,11,0.732,1,37.45537,128.98
2024-07-27 07:53:00,경부고속도로,기상악화,상행,1,안개,141,1.476,1,34.52168,129.23641
2024-07-27 11:20:00,광주대구고속도로,교통사고,하행,0,비,122,0.0,0,36.96503,128.03003
2024-07-27 16:37:00,서해안고속도로,기상악화,상행,0,안개,64,0.0,0,35.04661,128.07989
2024-07-27 18:11:00,경부고속도로,기상악화,하행,0,안개,112,0.0,0,37.10497,129.4125
2024-07-28 16:11:00,경부고속도로,교통사고,하행,1,맑음,57,0.82,1,34.50167,128.28371
2024-08-01 19:51:00,남해고속도로,교통사고,상행,0,안개,56,0.0,0,34.86468,129.38704
2024-08-02 08:44:00,남해고속도로,차량고장,하행,0,눈,77,0.0,0,37.13624,126.85016
2024-08-02 21:59:00,영동고속도로,교통사고,상행,0,비,44,0.0,0,37.85915,126.88383
2024-08-02 22:01:00,동해고속도로,공사,하행,1,비,155,0.735,1,36.53799,126.78547
2024-08-03 04:28:00,서해안고속도로,교통사고,하행,1,눈,148,1.48,1,37.66987,126.52899
2024-08-03 07:40:00,호남고속도로,공사,상행,0,비,80,0.0,0,38.17708,128.70411
2024-08-03 08:21:00,남해고속도로,교통사고,하행,2,맑음,126,1.36,1,36.14634,128.74919
2024-08-03 15:48:00,영동고속도로,교통사고,하행,0,흐림,21,0.0,0,36.72388,128.18729
2024-08-04 00:06:00,동해고속도로,공사,하행,1,맑음,114,0.49,0,37.17792,128.07135
2024-08-04 17:28:00,광주대구고속도로,교통사고,하행,1,눈,85,1.04,1,34.67589,129.24211
2024-08-05 09:57:00,호남고속도로,공사,하행,0,맑음,165,0.0,0,38.33517,128.921
2024-08-05 10:24:00,서해안고속도로,교통사고,하행,0,맑음,68,0.0,0,36.72209,129.16387
2024-08-05 12:49:00,중부고속도로,교통사고,상행,0,맑음,63,0.0,0,38.05402,129.24063
2024-08-05 19:36:00,경부고속도로,공사,상행,1,흐림,107,0.984,1,37.39163,127.60091
2024-08-06 02:09:00,영동고속도로,공사,하행,0,맑음,126,0.0,0,36.63714,128.9458
2024-08-06 06:19:00,광주대구고속도로,낙하물,하행,2,맑음,31,1.04,1,37.24759,127.76037
2024-08-06 09:33:00,서해안고속도로,교통사고,상행,2,흐림,56,1.776,2,38.48667,127.51775
2024-08-06 23:03:00,중앙고속도로,공사,상행,1,맑음,68,0.63,1,36.57197,126.66332
2024-08-06 23:33:00,중부고속도로,교통사고,하행,0,맑음,17,0.0,0,35.34734,128.37008
2024-08-07 04:42:00,동해고속도로,공사,상행,2,맑음,116,0.98,1,36.51866,128.73706
2024-08-07 07:55:00,광주대구고속도로,교통사고,하행,1,흐림,144,0.624,1,35.93382,126.85758
2024-08-07 13:48:00,경부고속도로,공사,상행,1,비,110,1.23,1,36.11257,129.21727
2024-08-08 07:26:00,경부고속도로,차량고장,하행,1,흐림,131,0.984,1,34.94296,126.92108
2024-08-08 19:37:00,남해고속도로,낙하물,하행,1,비,151,1.02,1,38.37565,127.77741
2024-08-09 14:12:00,광주대구고속도로,낙하물,하행,1,맑음,87,0.52,1,37.32295,127.27656
2024-08-09 18:26:00,경부고속도로,공사,상행,0,눈,115,0.0,0,37.77302,128.95683
2024-08-09 23:44:00,경부고속도로,교통사고,하행,1,흐림,34,0.984,1,34.60558,127.78627
2024-08-10 17:58:00,서해안고속도로,교통사고,상행,3,안개,41,3.996,2,37.04045,127.15229
2024-08-11 04:54:00,영동고속도로,교통사고,하행,1,비,169,1.155,1,34.96717,129.08373
2024-08-11 08:35:00,남해고속도로,기상악화,하행,0,흐림,174,0.0,0,34.95781,126.58067
2024-08-11 13:35:00,중앙고속도로,공사,하행,1,비,61,0.945,1,36.53186,127.07925
2024-08-11 16:55:00,통영대전고속도로,기상악화,상행,0,맑음,117,0.0,0,37.54251,128.30285
2024-08-12 02:51:00,남해고속도로,공사,상행,2,흐림,179,1.632,2,36.55479,127.1727
2024-08-12 03:18:00,남해고속도로,공사,상행,1,흐림,111,0.816,1,36.78215,127.68798
2024-08-14 13:34:00,통영대전고속도로,교통사고,하행,1,맑음,69,0.58,1,35.07834,126.92378
2024-08-14 17:08:00,통영대전고속도로,공사,하행,1,비,40,0.87,1,35.40097,127.72331
2024-08-15 15:36:00,서해안고속도로,공사,하행,2,맑음,51,1.48,1,37.85452,128.39775
2024-08-15 17:18:00,경부고속도로,교통사고,하행,1,눈,38,1.64,2,35.0334,127.97812
2024-08-16 15:06:00,광주대구고속도로,공사,상행,2,비,37,1.56,2,35.37834,129.29073
2024-08-18 12:28:00,중부고속도로,공사,하행,1,맑음,138,0.61,1,38.13917,127.06018
2024-08-18 16:41:00,중부고속도로,차량고장,하행,1,맑음,158,0.61,1,36.30899,128.33634
2024-08-18 22:21:00,경부고속도로,차량고장,상행,1,흐림,169,0.984,1,35.01724,127.00061
2024-08-19 04:43:00,영동고속도로,교통사고,상행,0,안개,175,0.0,0,36.15464,129.06272
2024-08-19 09:06:00,남해고속도로,기상악화,하행,0,흐림,129,0.0,0,34.88431,127.75262
2024-08-19 09:40:00,광주대구고속도로,교통사고,하행,0,흐림,124,0.0,0,37.35737,128.96358
2024-08-19 13:17:00,중앙고속도로,교통사고,하행,2,비,101,1.89,2,35.63825,128.40852
2024-08-20 18:27:00,중앙고속도로,교통사고,하행,0,맑음,88,0.0,0,37.91659,129.35016
2024-08-20 18:49:00,경부고속도로,낙하물,상행,1,맑음,114,0.82,1,36.04682,127.54797
2024-08-21 20:53:00,호남고속도로,공사,상행,1,맑음,152,0.55,1,36.41607,126.85718
2024-08-21 21:12:00,서해안고속도로,공사,하행,0,비,14,0.0,0,37.20902,128.99752
2024-08-22 00:18:00,중앙고속도로,공사,상행,0,흐림,163,0.0,0,38.49807,129.0663
2024-08-22 14:41:00,중앙고속도로,교통사고,하행,0,안개,130,0.0,0,34.87945,128.15236
2024-08-23 07:54:00,서해안고속도로,차량고장,하행,2,맑음,12,1.48,1,37.49733,129.33499
2024-08-24 03:16:00,광주대구고속도로,교통사고,하행,0,비,49,0.0,0,36.61128,127.09442
2024-08-24 04:19:00,광주대구고속도로,공사,하행,2,맑음,142,1.04,1,36.87487,127.41075
2024-08-24 11:39:00,동해고속도로,교통사고,하행,3,흐림,139,1.764,2,35.21219,126.68811
2024-08-25 17:10:00,중부고속도로,공사,하행,0,맑음,75,0.0,0,34.67256,128.15011
2024-08-26 11:49:00,중부고속도로,차량고장,상행,2,맑음,55,1.22,1,35.19331,126.70188
2024-08-26 15:37:00,동해고속도로,교통사고,상행,1,안개,107,0.882,1,37.49993,129.42963
2024-08-26 22:32:00,중앙고속도로,차량고장,하행,1,안개,73,1.134,1,37.774,127.12976
2024-08-27 12:02:00,중부고속도로,공사,하행,2,맑음,110,1.22,1,36.96505,126.69126
2024-08-27 21:33:00,서해안고속도로,낙하물,하행,0,맑음,11,0.0,0,37.98796,127.80925
2024-08-28 04:46:00,영동고속도로,기상악화,상행,0,눈,100,0.0,0,37.63143,126.90688
2024-08-28 07:27:00,중앙고속도로,기상악화,상행,2,흐림,93,1.512,2,36.52763,127.59373
2024-08-28 07:55:00,남해고속도로,공사,하행,1,맑음,107,0.68,1,36.19007,128.65078
2024-08-28 13:05:00,통영대전고속도로,공사,상행,0,흐림,43,0.0,0,36.92883,129.25508
2024-09-02 09:48:00,경부고속도로,공사,상행,0,맑음,35,0.0,0,37.4397,126.89818
2024-09-02 16:39:00,광주대구고속도로,공사,상행,2,흐림,95,1.248,1,35.95754,128.873
2024-09-02 19:54:00,경부고속도로,차량고장,상행,2,비,80,2.46,2,36.62992,129.02102
