일시,지점명,기온_℃,강수량_mm,적설량_cm,시정_km,풍속_m/s,습도_%,기상상태
2024-09-07 13:00:00,대구,16.8,0.0,0.0,15.0,3.6,48.0,맑음
2024-09-07 14:00:00,청주,15.3,0.0,0.0,18.32,1.5,76.0,맑음
2024-09-08 22:00:00,청주,12.0,0.0,0.0,15.73,2.9,97.0,맑음
2024-09-09 13:00:00,광주,10.9,0.0,0.0,17.67,2.5,54.0,흐림
2024-09-09 18:00:00,대전,1.1,0.0,0.0,16.26,3.5,78.0,흐림
2024-09-10 01:00:00,청주,18.8,3.3,0.0,13.1,1.5,97.0,비
2024-09-11 07:00:00,대구,15.8,4.3,0.0,16.2,0.8,41.0,비
2024-09-11 10:00:00,청주,1.7,0.0,0.0,6.4,0.1,49.0,맑음
2024-09-11 12:00:00,부산,8.1,0.0,0.0,16.1,2.5,79.0,맑음
2024-09-12 04:00:00,대구,15.4,0.0,0.0,7.11,4.8,86.0,흐림
2024-09-12 15:00:00,수원,14.1,0.0,0.0,6.1,2.0,61.0,맑음
2024-09-12 18:00:00,강릉,8.7,0.0,0.0,9.96,5.2,72.0,맑음
2024-09-13 11:00:00,서울,15.0,0.0,0.0,14.01,0.4,50.0,맑음
2024-09-14 14:00:00,서울,8.2,0.0,0.0,5.9,2.2,80.0,흐림
2024-09-15 23:00:00,청주,10.6,0.0,0.0,14.39,3.5,61.0,맑음
2024-09-16 17:00:00,광주,4.5,9.2,0.0,0.43,2.1,33.0,안개
2024-09-16 17:00:00,부산,2.0,0.0,0.0,7.28,4.6,41.0,흐림
2024-09-17 12:00:00,대전,12.4,0.0,0.0,0.73,7.8,34.0,안개
2024-09-17 14:00:00,강릉,9.1,0.0,0.0,9.99,0.7,33.0,맑음
2024-09-18 06:00:00,청주,8.1,0.0,0.0,10.45,1.0,33.0,맑음
2024-09-18 09:00:00,대구,2.0,0.0,0.0,5.13,2.8,75.0,맑음
2024-09-18 19:00:00,청주,8.6,0.0,0.0,19.13,1.5,39.0,맑음
2024-09-19 08:00:00,대구,5.7,0.0,0.0,16.83,2.6,39.0,맑음
2024-09-19 08:00:00,강릉,10.0,11.3,0.0,15.19,0.5,86.0,비
2024-09-19 17:00:00,수원,9.7,0.0,0.0,0.82,2.5,39.0,안개
2024-09-20 06:00:00,서울,8.0,12.3,0.0,10.77,5.5,76.0,비
2024-09-22 06:00:00,청주,9.3,9.5,0.0,6.78,4.8,51.0,비
2024-09-22 09:00:00,강릉,7.4,0.0,0.0,13.46,0.4,64.0,맑음
2024-09-22 13:00:00,서울,12.7,0.0,0.0,18.88,4.2,99.0,맑음
2024-09-22 14:00:00,대구,3.9,0.0,0.0,16.64,0.2,65.0,맑음
2024-09-22 16:00:00,수원,15.1,0.0,0.0,13.64,5.2,87.0,맑음
2024-09-23 07:00:00,대구,10.6,0.0,0.0,17.04,2.6,34.0,흐림
2024-09-24 05:00:00,대전,10.8,0.0,0.0,6.39,7.9,50.0,맑음
2024-09-24 05:00:00,부산,9.3,0.0,0.0,9.9,6.4,35.0,흐림
2024-09-24 14:00:00,강릉,7.0,0.0,0.0,18.74,5.3,61.0,흐림
2024-09-25 07:00:00,대전,6.3,0.0,0.0,12.61,6.0,57.0,맑음
2024-09-25 15:00:00,서울,10.4,0.0,0.0,13.18,0.4,48.0,맑음
2024-09-27 22:00:00,광주,5.2,0.0,0.0,14.23,6.4,73.0,맑음
2024-09-28 08:00:00,청주,13.7,0.0,0.0,5.61,3.2,57.0,맑음
2024-10-04 01:00:00,대구,7.1,0.0,0.0,0.77,1.9,53.0,안개
2024-10-04 16:00:00,강릉,3.3,0.0,0.0,9.77,1.8,74.0,흐림
2024-10-07 00:00:00,대구,7.7,0.0,0.0,13.33,0.4,90.0,맑음
2024-10-07 04:00:00,대전,3.6,0.0,0.0,5.43,7.9,80.0,흐림
2024-10-07 08:00:00,수원,15.3,0.0,0.0,9.57,5.1,61.0,맑음
2024-10-07 13:00:00,수원,6.7,0.0,0.0,15.41,9.0,79.0,맑음
2024-10-07 16:00:00,대전,11.3,0.0,0.0,16.53,1.5,73.0,흐림
2024-10-08 09:00:00,대구,9.7,0.0,0.0,9.26,0.4,89.0,흐림
2024-10-08 14:00:00,서울,8.2,9.3,0.0,6.95,13.1,44.0,비
2024-10-08 23:00:00,대구,9.7,0.0,0.0,6.32,5.0,34.0,맑음
2024-10-09 06:00:00,청주,1.9,0.0,0.0,18.66,2.2,67.0,흐림
2024-10-09 16:00:00,서울,12.5,0.0,0.0,11.09,0.3,64.0,맑음
2024-10-09 20:00:00,부산,5.9,0.4,0.0,18.01,3.1,90.0,비
2024-10-10 14:00:00,부산,12.4,0.0,0.0,0.21,0.9,100.0,안개
2024-10-11 01:00:00,청주,-3.1,0.0,0.0,9.51,6.4,31.0,맑음
2024-10-11 13:00:00,대구,5.7,0.0,0.0,7.5,0.2,90.0,흐림
2024-10-11 20:00:00,부산,1.4,0.0,0.0,7.92,3.1,74.0,흐림
2024-10-12 05:00:00,광주,2.5,0.0,0.0,0.89,1.4,91.0,안개
2024-10-12 15:00:00,광주,3.6,0.0,0.0,6.6,3.9,41.0,맑음
2024-10-12 22:00:00,광주,2.8,0.0,0.0,10.89,1.6,41.0,맑음
2024-10-13 09:00:00,서울,19.2,6.2,0.0,16.47,0.0,90.0,비
2024-10-13 22:00:00,강릉,5.8,0.0,0.0,13.98,6.7,61.0,맑음
2024-10-13 23:00:00,광주,15.3,0.0,0.0,11.96,0.6,40.0,흐림
2024-10-14 21:00:00,서울,13.1,0.0,0.0,9.35,2.3,95.0,맑음
2024-10-16 22:00:00,서울,6.8,1.5,0.0,13.65,1.3,34.0,비
2024-10-17 02:00:00,청주,-0.4,0.0,0.0,19.82,1.8,90.0,맑음
2024-10-17 17:00:00,강릉,2.0,1.2,0.0,12.13,2.1,63.0,비
2024-10-17 17:00:00,대구,5.3,0.0,0.0,15.01,0.0,50.0,맑음
2024-10-17 19:00:00,청주,6.8,0.0,0.0,7.2,0.7,82.0,흐림
2024-10-18 11:00:00,강릉,12.6,0.0,0.0,5.32,2.0,80.0,맑음
2024-10-19 13:00:00,광주,10.5,4.4,0.0,12.73,2.8,96.0,비
2024-10-20 00:00:00,대전,-2.1,0.0,0.0,14.86,1.2,31.0,흐림
2024-10-20 05:00:00,수원,6.7,8.2,0.0,17.1,4.0,89.0,비
2024-10-21 10:00:00,부산,4.7,5.9,0.0,15.33,2.8,43.0,비
2024-10-21 14:00:00,수원,7.1,0.0,0.0,7.21,1.9,32.0,맑음
2024-10-21 16:00:00,부산,7.8,0.0,0.0,10.67,2.1,49.0,맑음
2024-10-21 22:00:00,대전,11.0,0.0,0.0,15.56,0.4,36.0,맑음
2024-10-22 13:00:00,서울,14.9,0.0,0.0,17.77,3.1,53.0,흐림
2024-10-23 02:00:00,수원,7.1,0.0,0.0,12.89,1.8,42.0,맑음
2024-10-23 21:00:00,대구,0.3,0.0,0.0,18.2,5.1,54.0,맑음
2024-10-25 18:00:00,청주,2.5,0.0,0.0,17.98,2.2,92.0,맑음
2024-10-26 04:00:00,대구,7.7,0.0,0.0,5.24,1.3,45.0,흐림
2024-10-26 17:00:00,대전,3.3,0.0,0.0,17.54,5.7,35.0,흐림
2024-10-26 23:00:00,청주,1.7,0.0,0.0,15.14,0.3,52.0,맑음
2024-10-27 17:00:00,청주,2.2,11.9,0.0,16.38,1.4,43.0,비
2024-10-28 02:00:00,서울,2.1,0.5,0.0,19.99,15.3,92.0,비
2024-10-28 04:00:00,대전,-4.7,0.0,0.0,17.17,11.2,67.0,맑음
2024-10-28 12:00:00,대구,12.7,0.0,0.0,6.73,6.3,76.0,맑음
2024-10-28 18:00:00,대구,1.7,0.0,0.0,13.91,0.9,65.0,맑음
2024-11-02 07:00:00,청주,9.0,0.0,0.0,16.08,3.7,56.0,흐림
2024-11-02 18:00:00,청주,7.4,0.0,0.0,5.52,1.2,94.0,맑음
2024-11-03 23:00:00,부산,-1.1,0.0,0.0,6.34,3.8,45.0,맑음
2024-11-05 02:00:00,수원,1.4,3.9,0.0,8.57,0.7,72.0,비
2024-11-05 10:00:00,대구,8.4,0.0,0.0,1.0,2.6,85.0,안개
2024-11-05 14:00:00,대전,4.2,10.9,0.0,6.4,4.7,58.0,비
2024-11-07 15:00:00,부산,12.4,0.0,0.0,0.29,4.1,49.0,안개
2024-11-08 06:00:00,수원,2.0,0.0,0.0,7.05,1.6,56.0,맑음
2024-11-09 09:00:00,강릉,-5.8,0.0,0.0,17.45,0.7,34.0,맑음
2024-11-09 13:00:00,대전,3.6,0.0,0.0,12.92,9.0,46.0,맑음
2024-11-10 13:00:00,청주,-1.1,0.0,0.0,8.95,0.1,34.0,흐림
2024-11-11 02:00:00,광주,0.7,0.0,0.0,18.34,6.7,94.0,맑음
2024-11-11 07:00:00,대전,3.0,0.0,0.0,8.21,1.0,56.0,맑음
2024-11-11 09:00:00,서울,-2.8,0.0,0.0,8.81,2.9,59.0,흐림
2024-11-12 02:00:00,광주,2.1,0.0,0.0,6.03,0.8,56.0,흐림
2024-11-12 19:00:00,대구,5.8,0.0,0.0,18.58,0.2,91.0,맑음
2024-11-12 20:00:00,광주,9.6,0.0,0.0,18.51,1.6,67.0,맑음
2024-11-12 21:00:00,대구,4.7,3.4,0.0,13.58,2.8,43.0,비
2024-11-13 06:00:00,수원,0.3,0.0,0.0,19.17,2.0,88.0,맑음
2024-11-13 08:00:00,강릉,5.7,0.0,0.0,14.79,1.5,33.0,맑음
2024-11-14 11:00:00,청주,16.6,0.0,0.0,16.56,1.5,40.0,맑음
2024-11-15 09:00:00,대구,2.5,0.0,0.0,18.45,0.2,86.0,맑음
2024-11-15 14:00:00,강릉,9.5,0.0,0.0,15.44,0.9,36.0,맑음
2024-11-17 22:00:00,수원,10.3,0.0,0.0,0.3,1.5,73.0,안개
2024-11-18 02:00:00,대구,4.9,0.0,0.0,0.52,3.5,31.0,안개
2024-11-20 02:00:00,서울,7.2,0.0,0.0,10.27,3.3,32.0,흐림
2024-11-20 03:00:00,서울,3.6,0.0,0.0,16.92,7.1,51.0,흐림
2024-11-20 08:00:00,광주,5.8,0.0,0.0,13.52,0.0,31.0,흐림
2024-11-20 09:00:00,광주,3.0,4.5,0.0,8.61,0.9,72.0,비
2024-11-21 05:00:00,강릉,6.1,0.0,0.0,18.74,4.8,40.0,맑음
2024-11-21 16:00:00,청주,5.1,0.0,0.0,10.04,1.0,90.0,맑음
2024-11-22 12:00:00,대구,3.2,6.8,0.0,0.47,0.6,36.0,안개
2024-11-22 14:00:00,청주,7.5,0.0,0.0,14.8,0.3,51.0,맑음
2024-11-22 18:00:00,대전,5.8,0.0,0.0,6.45,0.1,92.0,맑음
2024-11-22 18:00:00,대구,5.1,0.0,0.0,9.13,5.6,88.0,맑음
2024-11-22 23:00:00,청주,9.3,0.0,0.0,12.19,9.1,76.0,흐림
2024-11-23 10:00:00,강릉,-0.5,0.0,0.0,19.02,0.6,59.0,맑음
2024-11-24 14:00:00,대전,5.3,0.0,0.0,0.94,3.0,82.0,안개
2024-11-25 08:00:00,청주,1.3,0.0,0.0,13.03,3.6,88.0,맑음
2024-11-25 21:00:00,광주,8.8,0.0,0.0,15.2,2.8,47.0,흐림
2024-11-26 00:00:00,강릉,9.8,0.0,0.0,12.82,10.3,54.0,맑음
2024-11-26 17:00:00,부산,3.5,0.0,0.0,14.77,7.6,51.0,맑음
2024-11-27 00:00:00,광주,5.7,0.0,0.0,13.3,2.6,43.0,흐림
2024-11-27 13:00:00,서울,6.0,0.0,0.0,8.4,2.0,83.0,맑음
2024-11-28 16:00:00,서울,-3.2,0.0,0.0,6.55,0.7,98.0,맑음
2024-12-03 06:00:00,강릉,1.7,0.0,0.0,17.33,3.4,38.0,맑음
2024-12-04 07:00:00,강릉,-10.9,0.0,0.0,6.95,2.8,45.0,맑음
2024-12-04 16:00:00,수원,0.1,0.0,0.0,0.75,4.7,82.0,안개
2024-12-05 07:00:00,서울,1.6,0.0,0.0,14.43,5.2,56.0,흐림
2024-12-05 14:00:00,대구,8.1,5.9,0.0,16.91,0.7,45.0,눈
2024-12-06 01:00:00,대구,-5.7,3.7,0.0,0.22,1.1,60.0,안개
2024-12-06 06:00:00,강릉,7.1,0.0,0.0,7.89,0.8,57.0,흐림
2024-12-06 10:00:00,부산,5.6,0.0,0.0,8.91,5.4,32.0,맑음
2024-12-06 22:00:00,대구,0.3,0.0,0.0,18.13,1.3,44.0,맑음
2024-12-07 01:00:00,대구,-0.0,11.0,0.0,7.62,0.1,76.0,비
2024-12-08 20:00:00,대구,-7.0,0.0,0.0,9.91,3.7,74.0,맑음
2024-12-09 02:00:00,수원,0.3,0.0,0.0,16.66,2.9,61.0,맑음
2024-12-09 03:00:00,부산,8.1,0.0,0.0,7.51,3.7,97.0,맑음
2024-12-09 13:00:00,서울,-1.3,0.0,0.0,17.77,1.1,53.0,맑음
2024-12-10 07:00:00,서울,-0.7,0.0,0.0,18.6,0.2,97.0,맑음
2024-12-10 10:00:00,대전,-0.2,0.6,23.8,6.0,0.6,50.0,눈
2024-12-10 15:00:00,대전,-1.9,0.0,0.0,10.48,0.8,43.0,맑음
2024-12-10 18:00:00,수원,1.7,0.0,0.0,0.71,4.4,38.0,안개
2024-12-11 07:00:00,수원,2.1,0.0,0.0,7.0,0.5,86.0,맑음
2024-12-11 08:00:00,부산,-0.9,0.0,0.0,6.71,5.0,61.0,맑음
2024-12-11 10:00:00,대구,-3.7,0.0,0.0,11.63,7.0,65.0,맑음
2024-12-11 12:00:00,수원,-1.3,0.0,11.2,6.96,0.5,35.0,눈
2024-12-11 13:00:00,청주,0.2,0.0,0.0,16.03,0.1,58.0,맑음
2024-12-12 13:00:00,대전,4.4,2.6,0.0,17.67,0.1,92.0,비
2024-12-13 12:00:00,부산,1.0,0.0,0.0,5.75,3.9,42.0,맑음
2024-12-14 04:00:00,수원,-5.2,0.0,0.0,19.88,2.2,95.0,맑음
2024-12-15 01:00:00,수원,1.8,5.5,0.0,10.52,1.6,98.0,비
2024-12-15 02:00:00,부산,-3.0,0.0,0.0,0.32,1.0,88.0,안개
2024-12-16 03:00:00,서울,-1.1,0.0,0.0,0.24,2.2,86.0,안개
2024-12-16 21:00:00,강릉,-6.4,0.0,0.0,12.9,10.6,94.0,맑음
2024-12-17 21:00:00,강릉,2.5,0.0,0.0,19.23,3.2,60.0,맑음
2024-12-18 21:00:00,청주,1.0,0.0,0.0,17.07,0.5,53.0,맑음
2024-12-19 00:00:00,강릉,-2.6,2.4,0.0,13.39,3.6,61.0,비
2024-12-19 00:00:00,서울,-1.4,0.0,0.0,18.89,9.7,41.0,흐림
2024-12-19 12:00:00,부산,-0.5,1.4,0.0,5.5,4.7,55.0,비
2024-12-21 23:00:00,서울,-1.1,0.0,0.0,6.55,1.9,67.0,흐림
2024-12-21 23:00:00,대구,15.0,0.0,0.0,19.16,0.0,60.0,맑음
2024-12-23 15:00:00,청주,3.0,3.6,0.0,6.37,2.0,56.0,비
2024-12-24 06:00:00,수원,3.2,0.0,0.0,10.6,1.7,34.0,맑음
2024-12-25 06:00:00,광주,5.8,0.7,0.0,10.4,13.1,70.0,비
2024-12-25 17:00:00,부산,5.8,0.7,0.0,0.52,0.3,93.0,안개
2024-12-25 23:00:00,부산,6.8,0.0,0.0,19.35,0.2,72.0,맑음
2024-12-26 04:00:00,청주,6.4,1.8,0.0,17.37,2.7,72.0,비
2024-12-26 19:00:00,강릉,10.7,0.0,0.0,13.69,8.4,57.0,맑음
2024-12-26 23:00:00,대전,3.8,0.0,0.0,9.99,3.0,63.0,맑음
2024-12-27 12:00:00,광주,7.4,0.6,0.0,11.76,0.3,52.0,비
2024-12-27 18:00:00,대구,-0.9,0.0,0.0,18.55,2.7,84.0,맑음
2024-12-28 02:00:00,청주,0.5,0.0,0.0,0.55,0.7,81.0,안개
2024-12-28 12:00:00,강릉,-5.2,0.0,0.0,11.75,0.2,92.0,맑음
2024-12-28 20:00:00,대구,-6.2,0.0,0.0,14.94,4.4,85.0,맑음
